Temporada,home_team_api_id,away_team_api_id,B365H,B365A,date,home_team_goal,away_team_goal,odd_team_win,Team_win
2014/2015,8466,10260,2.8,2.7,2014-12-08 00:00:00,1,2,2.7,1
2014/2015,10194,9825,4,2,2014-12-06 00:00:00,3,2,2.0,0
2014/2015,9825,10261,1.44,8,2014-12-13 00:00:00,4,1,1.44,1
2014/2015,8455,8667,1.18,18,2014-12-13 00:00:00,2,0,1.18,1
2014/2015,10260,8650,1.8,4.75,2014-12-14 00:00:00,3,0,1.8,1
2014/2015,10252,10260,6.25,1.62,2014-12-20 00:00:00,1,1,1.62,0
2014/2015,8650,9825,2.8,2.6,2014-12-21 00:00:00,2,2,2.8,0
2014/2015,10194,8455,6.25,1.62,2014-12-22 00:00:00,0,2,1.62,1
2014/2015,9825,10172,1.29,13,2014-12-26 00:00:00,2,1,1.29,1
2014/2015,8191,8650,4.75,1.8,2014-12-26 00:00:00,0,1,1.8,1
2014/2015,8455,8654,1.33,10,2014-12-26 00:00:00,2,0,1.33,1
2014/2015,10260,10261,1.4,9,2014-12-26 00:00:00,3,1,1.4,1
2014/2015,8650,10003,1.7,5.5,2014-12-29 00:00:00,4,1,1.7,1
2014/2015,8466,8455,4.75,1.83,2014-12-28 00:00:00,1,1,1.83,0
2014/2015,8586,10260,3.25,2.3,2014-12-28 00:00:00,0,0,2.3,0
2014/2015,8654,9825,3.5,2.2,2014-12-28 00:00:00,1,2,2.2,1
2014/2015,8455,8197,1.2,17,2014-08-23 00:00:00,2,0,1.2,1
2014/2015,8668,9825,2.8,2.7,2014-08-23 00:00:00,2,2,2.7,0
2014/2015,8456,8650,1.85,4.33,2014-08-25 00:00:00,3,1,4.33,0
2014/2015,8472,10260,5,1.75,2014-08-24 00:00:00,1,1,1.75,0
2014/2015,8650,8197,1.4,9,2015-01-01 00:00:00,2,2,1.4,0
2014/2015,8466,9825,2.9,2.6,2015-01-01 00:00:00,2,0,2.6,0
2014/2015,10194,10260,4.2,2,2015-01-01 00:00:00,1,1,2.0,0
2014/2015,8586,8455,5,1.8,2015-01-01 00:00:00,5,3,1.8,0
2014/2015,9825,10194,1.44,8,2015-01-11 00:00:00,3,0,1.44,1
2014/2015,8455,10261,1.2,17,2015-01-10 00:00:00,2,0,1.2,1
2014/2015,10260,8466,1.83,4.75,2015-01-11 00:00:00,0,1,1.83,0
2014/2015,8472,8650,4.5,1.91,2015-01-10 00:00:00,0,1,1.91,1
2014/2015,10252,8650,4.5,1.91,2015-01-17 00:00:00,0,2,1.91,1
2014/2015,8456,9825,1.8,4.5,2015-01-18 00:00:00,0,2,4.5,1
2014/2015,10172,10260,6,1.62,2015-01-17 00:00:00,0,2,1.62,1
2014/2015,10003,8455,7,1.55,2015-01-17 00:00:00,0,5,1.55,1
2014/2015,9825,10252,1.25,15,2015-02-01 00:00:00,5,0,1.25,1
2014/2015,8455,8456,2.15,3.6,2015-01-31 00:00:00,1,1,2.15,0
2014/2015,8650,8654,1.67,5.75,2015-01-31 00:00:00,2,0,1.67,1
2014/2015,10260,8197,1.36,9.5,2015-01-31 00:00:00,3,1,1.36,1
2014/2015,10252,8455,10,1.36,2015-02-07 00:00:00,1,2,1.36,1
2014/2015,8668,8650,3.4,2.3,2015-02-07 00:00:00,0,0,2.3,0
2014/2015,8586,9825,3.25,2.3,2015-02-07 00:00:00,2,1,2.3,0
2014/2015,8654,10260,4.2,1.95,2015-02-08 00:00:00,1,1,1.95,0
2014/2015,9825,8197,1.29,12,2015-02-10 00:00:00,2,1,1.29,1
2014/2015,10260,8191,1.29,12,2015-02-11 00:00:00,3,1,1.29,1
2014/2015,8650,8586,1.91,4.2,2015-02-10 00:00:00,3,2,1.91,1
2014/2015,8455,8668,1.33,11,2015-02-11 00:00:00,1,0,1.33,1
2014/2015,8455,8191,1.2,17,2015-02-21 00:00:00,1,1,1.2,0
2014/2015,9826,9825,4.75,1.83,2015-02-21 00:00:00,1,2,1.83,1
2014/2015,8466,8650,2.63,2.9,2015-02-22 00:00:00,0,2,2.9,1
2014/2015,10003,10260,4.2,2,2015-02-21 00:00:00,2,1,2.0,0
2014/2015,9825,8668,1.57,6,2015-03-01 00:00:00,2,0,1.57,1
2014/2015,8197,8455,5.75,1.7,2015-04-29 00:00:00,1,3,1.7,1
2014/2015,8650,8456,3.1,2.38,2015-03-01 00:00:00,2,1,3.1,1
2014/2015,10260,8472,1.36,10,2015-02-28 00:00:00,2,0,1.36,1
2014/2015,10172,9825,7,1.53,2015-03-04 00:00:00,1,2,1.53,1
2014/2015,8654,8455,6.25,1.62,2015-03-04 00:00:00,0,1,1.62,1
2014/2015,8650,8191,1.36,10,2015-03-04 00:00:00,2,0,1.36,1
2014/2015,10261,10260,4.2,2,2015-03-04 00:00:00,0,1,2.0,1
2014/2015,9825,8654,1.4,9,2015-03-14 00:00:00,3,0,1.4,1
2014/2015,8455,8466,1.62,6.5,2015-03-15 00:00:00,1,1,1.62,0
2014/2015,10260,8586,1.91,4.33,2015-03-15 00:00:00,3,0,1.91,1
2014/2015,10003,8650,4,2,2015-03-16 00:00:00,0,1,2.0,1
2014/2015,8191,10260,6,1.62,2014-08-30 00:00:00,0,0,1.62,0
2014/2015,8668,8455,3.75,2.2,2014-08-30 00:00:00,3,6,2.2,1
2014/2015,8197,9825,4.75,1.83,2014-08-31 00:00:00,1,1,1.83,0
2014/2015,8586,8650,2.7,2.7,2014-08-31 00:00:00,0,3,2.7,1
2014/2015,8667,8455,7,1.44,2015-03-22 00:00:00,2,3,1.44,1
2014/2015,8650,10260,2.05,3.6,2015-03-22 00:00:00,1,2,2.05,0
2014/2015,10261,9825,6,1.57,2015-03-21 00:00:00,1,2,1.57,1
2014/2015,9825,8650,1.83,4.2,2015-04-04 00:00:00,4,1,1.83,1
2014/2015,8455,10194,1.29,11,2015-04-04 00:00:00,2,1,1.29,1
2014/2015,10260,10252,1.3,10,2015-04-04 00:00:00,3,1,1.3,1
2014/2015,8191,9825,6.5,1.57,2015-04-11 00:00:00,0,1,1.57,1
2014/2015,8650,10261,1.4,9,2015-04-13 00:00:00,2,0,1.4,1
2014/2015,10260,8456,2.63,2.88,2015-04-12 00:00:00,4,2,2.63,1
2014/2015,10172,8455,9,1.4,2015-04-12 00:00:00,0,1,1.4,1
2014/2015,9825,8472,1.3,11,2015-05-20 00:00:00,0,0,1.3,0
2014/2015,8455,10260,2,4.33,2015-04-18 00:00:00,1,0,2.0,1
2014/2015,8667,8650,4.33,2,2015-04-28 00:00:00,1,0,2.0,0
2014/2015,9825,8455,2.4,3.3,2015-04-26 00:00:00,0,0,2.4,0
2014/2015,8668,10260,3.75,2.15,2015-04-26 00:00:00,3,0,2.15,0
2014/2015,8659,8650,4,2,2015-04-25 00:00:00,0,0,2.0,0
2014/2015,8455,9826,1.36,10,2015-05-03 00:00:00,1,0,1.36,1
2014/2015,8667,9825,5.5,1.7,2015-05-04 00:00:00,1,3,1.7,1
2014/2015,8650,10172,1.36,10,2015-05-02 00:00:00,2,1,1.36,1
2014/2015,10260,8659,1.36,10,2015-05-02 00:00:00,0,1,1.36,0
2014/2015,9825,10003,1.3,11,2015-05-11 00:00:00,0,1,1.3,0
2014/2015,8455,8650,2.1,3.8,2015-05-10 00:00:00,1,1,2.1,0
2014/2015,9826,10260,4.5,1.91,2015-05-09 00:00:00,1,2,1.91,1
2014/2015,8650,9826,1.45,8,2015-05-16 00:00:00,1,3,1.45,0
2014/2015,10260,9825,2.45,3,2015-05-17 00:00:00,1,1,2.45,0
2014/2015,8659,8455,4.1,2,2015-05-18 00:00:00,3,0,2.0,0
2014/2015,9825,8659,1.4,8.5,2015-05-24 00:00:00,4,1,1.4,1
2014/2015,8455,8472,1.36,9.5,2015-05-24 00:00:00,3,1,1.36,1
2014/2015,8667,10260,3.2,2.25,2015-05-24 00:00:00,0,0,2.25,0
2014/2015,10194,8650,3.5,2.15,2015-05-24 00:00:00,6,1,2.15,0
2014/2015,9825,8456,3,2.5,2014-09-13 00:00:00,2,2,3.0,0
2014/2015,8455,10003,1.3,12,2014-09-13 00:00:00,4,2,1.3,1
2014/2015,8650,10252,1.3,11,2014-09-13 00:00:00,0,1,1.3,0
2014/2015,10260,10172,1.29,12,2014-09-14 00:00:00,4,0,1.29,1
2014/2015,10252,9825,4.75,1.85,2014-09-20 00:00:00,0,3,1.85,1
2014/2015,8197,10260,5.5,1.67,2014-09-21 00:00:00,5,3,1.67,0
2014/2015,8456,8455,2.38,3.1,2014-09-21 00:00:00,1,1,3.1,0
2014/2015,8654,8650,4.5,1.85,2014-09-20 00:00:00,3,1,1.85,0
2014/2015,9825,8586,1.75,5,2014-09-27 00:00:00,1,1,1.75,0
2014/2015,8455,10252,1.22,16,2014-09-27 00:00:00,3,0,1.22,1
2014/2015,8650,8668,1.91,4.33,2014-09-27 00:00:00,1,1,1.91,0
2014/2015,10260,8654,1.4,8,2014-09-27 00:00:00,2,1,1.4,1
2014/2015,8455,9825,1.67,5.25,2014-10-05 00:00:00,2,0,1.67,1
2014/2015,8650,8659,1.44,7.5,2014-10-04 00:00:00,2,1,1.44,1
2014/2015,10260,8668,1.67,5.25,2014-10-05 00:00:00,2,1,1.67,1
2014/2015,9825,8667,1.4,9,2014-10-18 00:00:00,2,2,1.4,0
2014/2015,9826,8455,8.5,1.44,2014-10-18 00:00:00,1,2,1.44,1
2014/2015,10172,8650,6,1.6,2014-10-19 00:00:00,2,3,1.6,1
2014/2015,8659,10260,5,1.75,2014-10-20 00:00:00,2,2,1.75,0
2014/2015,8650,8667,1.44,8,2014-10-25 00:00:00,0,0,1.44,0
2014/2015,10260,8455,2.88,2.5,2014-10-26 00:00:00,1,1,2.88,0
2014/2015,8472,9825,5.5,1.73,2014-10-25 00:00:00,0,2,1.73,1
2014/2015,9837,9847,9.5,1.36,2014-08-08 00:00:00,2,2,1.36,0
2014/2015,8588,9847,10,1.33,2014-10-17 00:00:00,1,3,1.33,1
2014/2015,9847,9827,1.4,7.5,2014-10-25 00:00:00,3,0,1.4,1
2014/2015,8689,9847,7,1.44,2014-11-01 00:00:00,1,2,1.44,1
2014/2015,9847,8592,1.62,5.5,2014-11-09 00:00:00,2,0,1.62,1
2014/2015,8550,9847,7.5,1.44,2014-11-21 00:00:00,2,3,1.44,1
2014/2015,9847,9831,1.22,13,2014-11-29 00:00:00,1,0,1.22,1
2014/2015,8639,9847,5.75,1.7,2014-12-03 00:00:00,1,1,1.7,0
2014/2015,9847,9830,1.29,11,2014-12-06 00:00:00,2,1,1.29,1
2014/2015,9747,9847,7.5,1.44,2014-12-14 00:00:00,1,0,1.44,0
2014/2015,9847,10249,1.25,13,2014-12-20 00:00:00,0,0,1.25,0
2014/2015,9847,7794,1.13,19,2014-08-16 00:00:00,2,0,1.13,1
2014/2015,7794,9847,8,1.4,2015-01-10 00:00:00,4,2,1.4,0
2014/2015,9847,4087,1.18,17,2015-01-18 00:00:00,4,2,1.18,1
2014/2015,9853,9847,3.6,2.1,2015-01-25 00:00:00,0,1,2.1,1
2014/2015,9847,9851,1.22,15,2015-01-30 00:00:00,1,0,1.22,1
2014/2015,9748,9847,3.4,2.2,2015-02-08 00:00:00,1,1,2.2,0
2014/2015,9847,7819,1.25,12,2015-02-14 00:00:00,2,2,1.25,0
2014/2015,9847,9941,1.25,12,2015-02-21 00:00:00,3,1,1.25,1
2014/2015,9829,9847,3.25,2.38,2015-03-01 00:00:00,0,0,2.38,0
2014/2015,9847,8588,1.2,15,2015-03-07 00:00:00,4,1,1.2,1
2014/2015,9827,9847,4.2,1.95,2015-03-15 00:00:00,3,2,1.95,0
2014/2015,4087,9847,9,1.36,2014-08-22 00:00:00,0,0,1.36,0
2014/2015,9847,8689,1.25,12,2015-03-20 00:00:00,3,1,1.25,1
2014/2015,8592,9847,3.1,2.38,2015-04-05 00:00:00,2,3,2.38,1
2014/2015,9847,8550,1.13,19,2015-04-28 00:00:00,3,1,1.13,1
2014/2015,9831,9847,6,1.62,2015-04-18 00:00:00,1,3,1.62,1
2014/2015,9847,8639,1.36,10,2015-04-25 00:00:00,6,1,1.36,1
2014/2015,9830,9847,10,1.33,2015-05-03 00:00:00,0,2,1.33,1
2014/2015,9847,9747,1.13,23,2015-05-08 00:00:00,6,0,1.13,1
2014/2015,10249,9847,7.5,1.44,2015-05-16 00:00:00,1,2,1.44,1
2014/2015,9847,9837,1.14,17,2015-05-23 00:00:00,3,2,1.14,1
2014/2015,9847,9853,1.53,6.5,2014-08-31 00:00:00,5,0,1.53,1
2014/2015,9851,9847,7,1.5,2014-09-13 00:00:00,1,1,1.5,0
2014/2015,9847,9748,1.33,9,2014-09-21 00:00:00,1,1,1.33,0
2014/2015,7819,9847,6.5,1.5,2014-09-24 00:00:00,0,2,1.5,1
2014/2015,9941,9847,5.25,1.67,2014-09-27 00:00:00,1,1,1.67,0
2014/2015,9847,9829,1.44,7.5,2014-10-05 00:00:00,1,1,1.44,0
2014/2015,9823,8721,1.25,10,2014-08-22 00:00:00,2,1,1.25,1
2014/2015,9823,9789,1.44,6.5,2014-11-01 00:00:00,2,1,1.44,1
2014/2015,9810,9823,13,1.18,2014-11-08 00:00:00,0,4,1.18,1
2014/2015,9823,8226,1.14,15,2014-11-22 00:00:00,4,0,1.14,1
2014/2015,8177,9823,15,1.18,2014-11-29 00:00:00,0,1,1.18,1
2014/2015,9823,8178,1.25,12,2014-12-06 00:00:00,1,0,1.25,1
2014/2015,8406,9823,9.5,1.3,2014-12-13 00:00:00,0,4,1.3,1
2014/2015,9823,8358,1.08,29,2014-12-16 00:00:00,2,0,1.08,1
2014/2015,9905,9823,15,1.2,2014-12-19 00:00:00,1,2,1.2,1
2014/2015,8721,9823,6.5,1.5,2015-01-30 00:00:00,4,1,1.5,0
2014/2015,9823,10189,1.13,19,2015-02-03 00:00:00,1,1,1.13,0
2014/2015,10189,9823,6,1.44,2014-08-30 00:00:00,1,1,1.44,0
2014/2015,10269,9823,13,1.2,2015-02-07 00:00:00,0,2,1.2,1
2014/2015,9823,9790,1.09,26,2015-02-14 00:00:00,8,0,1.09,1
2014/2015,8460,9823,17,1.17,2015-02-21 00:00:00,0,6,1.17,1
2014/2015,9823,8722,1.1,26,2015-02-27 00:00:00,4,1,1.1,1
2014/2015,9904,9823,13,1.22,2015-03-07 00:00:00,1,3,1.22,1
2014/2015,8697,9823,10,1.29,2015-03-14 00:00:00,0,4,1.29,1
2014/2015,9823,9788,1.17,17,2015-03-22 00:00:00,0,2,1.17,0
2014/2015,9789,9823,3.3,2.15,2015-04-04 00:00:00,0,1,2.15,1
2014/2015,9823,9810,1.17,17,2015-04-11 00:00:00,3,0,1.17,1
2014/2015,8226,9823,5.5,1.6,2015-04-18 00:00:00,0,2,1.6,1
2014/2015,9823,10269,1.17,15,2014-09-13 00:00:00,2,0,1.17,1
2014/2015,9823,8177,1.17,17,2015-04-25 00:00:00,1,0,1.17,1
2014/2015,8178,9823,2.38,3.1,2015-05-02 00:00:00,2,0,3.1,0
2014/2015,9823,8406,1.53,6,2015-05-09 00:00:00,0,1,1.53,0
2014/2015,8358,9823,7,1.5,2015-05-16 00:00:00,2,1,1.5,0
2014/2015,9823,9905,1.2,13,2015-05-23 00:00:00,2,0,1.2,1
2014/2015,9790,9823,10,1.25,2014-09-20 00:00:00,0,0,1.25,0
2014/2015,9823,8460,1.11,21,2014-09-23 00:00:00,4,0,1.11,1
2014/2015,8722,9823,7.5,1.36,2014-09-27 00:00:00,0,2,1.36,1
2014/2015,9823,9904,1.13,17,2014-10-04 00:00:00,4,0,1.13,1
2014/2015,9823,8697,1.1,17,2014-10-18 00:00:00,6,0,1.1,1
2014/2015,9788,9823,8,1.36,2014-10-26 00:00:00,0,0,1.36,0
2014/2015,8533,9885,7,1.5,2014-08-30 00:00:00,0,1,1.5,1
2014/2015,8534,9885,7.5,1.44,2014-11-01 00:00:00,0,2,1.44,1
2014/2015,9885,10167,1.2,15,2014-11-09 00:00:00,7,0,1.2,1
2014/2015,8543,9885,3.75,2,2014-11-22 00:00:00,0,3,2.0,1
2014/2015,9885,9804,1.3,13,2014-11-30 00:00:00,2,1,1.3,1
2014/2015,8535,9885,3.8,2.05,2014-12-05 00:00:00,0,0,2.05,0
2014/2015,9885,9882,1.36,9,2014-12-14 00:00:00,1,1,1.36,0
2014/2015,8529,9885,8,1.4,2014-12-18 00:00:00,1,3,1.4,1
2014/2015,9885,8636,1.44,8,2015-01-06 00:00:00,1,1,1.44,0
2014/2015,9875,9885,2.9,2.5,2015-01-11 00:00:00,1,3,2.5,1
2014/2015,9885,9876,1.18,17,2015-01-18 00:00:00,4,0,1.18,1
2014/2015,9885,8600,1.4,8,2014-09-13 00:00:00,2,0,1.4,1
2014/2015,9885,8533,1.17,19,2015-01-25 00:00:00,2,0,1.17,1
2014/2015,8600,9885,8,1.44,2015-02-01 00:00:00,0,0,1.44,0
2014/2015,9885,8564,1.33,10,2015-02-07 00:00:00,3,1,1.33,1
2014/2015,9880,9885,15,1.22,2015-02-15 00:00:00,2,2,1.22,0
2014/2015,9885,8524,1.17,19,2015-02-20 00:00:00,2,1,1.17,1
2014/2015,8686,9885,3.3,2.25,2015-03-02 00:00:00,1,1,2.25,0
2014/2015,9885,7943,1.2,15,2015-03-09 00:00:00,1,0,1.2,1
2014/2015,8540,9885,4.75,1.8,2015-03-14 00:00:00,0,1,1.8,1
2014/2015,9885,10233,1.33,10,2015-03-22 00:00:00,1,0,1.33,1
2014/2015,9885,8534,1.36,8.5,2015-04-04 00:00:00,2,0,1.36,1
2014/2015,8564,9885,3.2,2.25,2014-09-20 00:00:00,0,1,2.25,1
2014/2015,10167,9885,9,1.33,2015-04-11 00:00:00,1,0,1.33,0
2014/2015,9885,8543,1.95,4.33,2015-04-18 00:00:00,2,0,1.95,1
2014/2015,9804,9885,4.33,1.95,2015-04-26 00:00:00,2,1,1.95,0
2014/2015,9885,8535,1.67,5.5,2015-04-29 00:00:00,3,2,1.67,1
2014/2015,9882,9885,3,2.4,2015-05-02 00:00:00,0,1,2.4,1
2014/2015,9885,8529,1.53,6.5,2015-05-09 00:00:00,1,1,1.53,0
2014/2015,8636,9885,2.25,3.3,2015-05-16 00:00:00,1,2,3.3,1
2014/2015,9885,9875,3,2.4,2015-05-23 00:00:00,3,1,3.0,1
2014/2015,9876,9885,5,1.7,2015-05-30 00:00:00,2,2,1.7,0
2014/2015,9885,9880,1.13,19,2014-09-24 00:00:00,3,0,1.13,1
2014/2015,8524,9885,6.5,1.55,2014-09-27 00:00:00,0,3,1.55,1
2014/2015,9885,8686,1.8,4.5,2014-10-05 00:00:00,3,2,1.8,1
2014/2015,7943,9885,7.5,1.4,2014-10-18 00:00:00,1,1,1.4,0
2014/2015,9885,8540,1.22,15,2014-10-26 00:00:00,2,0,1.22,1
2014/2015,10233,9885,7,1.5,2014-10-29 00:00:00,1,0,1.5,0
2014/2015,8593,8277,1.5,6,2014-08-10 00:00:00,4,1,1.5,1
2014/2015,8525,8640,5,1.57,2014-08-10 00:00:00,1,3,1.57,1
2014/2015,8593,6433,1.22,11,2014-10-25 00:00:00,3,1,1.22,1
2014/2015,9908,8640,4.5,1.7,2014-10-26 00:00:00,1,5,1.7,1
2014/2015,8593,6631,1.14,17,2014-11-01 00:00:00,4,0,1.14,1
2014/2015,8640,10217,1.22,10,2014-11-01 00:00:00,1,0,1.22,1
2014/2015,7788,8593,3.5,1.95,2014-11-09 00:00:00,2,4,1.95,1
2014/2015,9791,8640,4.6,1.65,2014-11-09 00:00:00,1,2,1.65,1
2014/2015,8593,10228,1.36,7.5,2014-11-22 00:00:00,4,1,1.36,1
2014/2015,8674,8640,4.75,1.7,2014-11-23 00:00:00,1,1,1.7,0
2014/2015,10217,8593,4.5,1.67,2014-11-30 00:00:00,1,1,1.67,0
2014/2015,8640,10235,1.75,4.2,2014-12-17 00:00:00,4,3,1.75,1
2014/2015,6631,8640,10,1.25,2014-12-06 00:00:00,1,3,1.25,1
2014/2015,8593,8525,1.25,10,2014-12-06 00:00:00,5,0,1.25,1
2014/2015,8593,9908,1.25,10,2014-12-14 00:00:00,3,1,1.25,1
2014/2015,8640,8611,1.53,5.5,2014-12-14 00:00:00,2,0,1.53,1
2014/2015,8640,6433,1.13,15,2014-12-20 00:00:00,5,0,1.13,1
2014/2015,10218,8593,8,1.36,2014-12-21 00:00:00,0,2,1.36,1
2014/2015,8593,8674,1.3,9.5,2015-01-16 00:00:00,2,0,1.3,1
2014/2015,8277,8640,3.1,2.15,2015-01-17 00:00:00,0,1,2.15,1
2014/2015,7788,8640,5.25,1.6,2015-01-24 00:00:00,1,2,1.6,1
2014/2015,8593,10235,2.1,3.3,2015-01-25 00:00:00,0,0,2.1,0
2014/2015,8640,9761,1.18,13,2014-08-16 00:00:00,6,1,1.18,1
2014/2015,10229,8593,3.1,2.25,2014-08-17 00:00:00,1,3,2.25,1
2014/2015,8640,8525,1.17,15,2015-01-31 00:00:00,2,1,1.17,1
2014/2015,8277,8593,2.5,2.7,2015-02-01 00:00:00,1,0,2.7,0
2014/2015,9761,8640,10,1.25,2015-02-03 00:00:00,0,2,1.25,1
2014/2015,8593,10229,1.5,6,2015-02-05 00:00:00,0,1,1.5,0
2014/2015,8640,9908,1.22,11,2015-02-07 00:00:00,3,1,1.22,1
2014/2015,6433,8593,5,1.57,2015-02-08 00:00:00,1,2,1.57,1
2014/2015,10229,8640,3.75,1.91,2015-02-13 00:00:00,2,4,1.91,1
2014/2015,8593,8611,2,3.6,2015-02-15 00:00:00,4,2,2.0,1
2014/2015,8640,6631,1.05,26,2015-02-22 00:00:00,3,0,1.05,1
2014/2015,8525,8593,3.2,2.2,2015-02-22 00:00:00,1,1,2.2,0
2014/2015,8640,8593,1.53,5.5,2015-03-01 00:00:00,1,3,1.53,0
2014/2015,6433,8640,7.5,1.36,2015-03-07 00:00:00,0,3,1.36,1
2014/2015,8593,10218,1.36,8,2015-03-08 00:00:00,1,0,1.36,1
2014/2015,8640,8674,1.22,13,2015-03-15 00:00:00,2,1,1.22,1
2014/2015,10228,8593,2.5,2.7,2015-03-15 00:00:00,1,4,2.7,1
2014/2015,8593,10217,1.44,6.5,2015-03-22 00:00:00,1,0,1.44,1
2014/2015,10235,8640,2.55,2.63,2015-03-22 00:00:00,2,1,2.63,0
2014/2015,8611,8640,3.6,1.95,2015-04-04 00:00:00,0,5,1.95,1
2014/2015,9908,8593,3,2.25,2015-04-05 00:00:00,1,1,2.25,0
2014/2015,8593,8640,1.91,3.6,2014-08-24 00:00:00,1,3,1.91,0
2014/2015,8640,6413,1.22,12,2015-04-10 00:00:00,3,1,1.22,1
2014/2015,9791,8593,4,1.85,2015-04-11 00:00:00,0,2,1.85,1
2014/2015,8640,10228,1.3,9.5,2015-04-18 00:00:00,4,1,1.3,1
2014/2015,8593,9761,1.25,11,2015-04-19 00:00:00,0,0,1.25,0
2014/2015,10218,8640,6,1.5,2015-04-25 00:00:00,2,3,1.5,1
2014/2015,6413,8593,3,2.25,2015-04-26 00:00:00,1,1,2.25,0
2014/2015,8593,7788,1.4,6.5,2015-05-10 00:00:00,3,0,1.4,1
2014/2015,8640,9791,1.2,13,2015-05-10 00:00:00,2,0,1.2,1
2014/2015,6631,8593,11,1.25,2015-05-17 00:00:00,2,1,1.25,0
2014/2015,10217,8640,7,1.4,2015-05-17 00:00:00,2,3,1.4,1
2014/2015,8640,8277,1.57,5,2014-08-31 00:00:00,2,0,1.57,1
2014/2015,8674,8593,4.33,1.75,2014-08-31 00:00:00,2,0,1.75,0
2014/2015,8593,9791,1.25,11,2014-09-13 00:00:00,2,1,1.25,1
2014/2015,6413,8640,4.6,1.75,2014-09-13 00:00:00,3,1,1.75,0
2014/2015,10235,8593,2.45,2.75,2014-09-21 00:00:00,0,1,2.75,1
2014/2015,8640,7788,1.36,7,2014-09-21 00:00:00,4,0,1.36,1
2014/2015,9761,8593,4.75,1.73,2014-09-27 00:00:00,2,5,1.73,1
2014/2015,10228,8640,3.1,2.2,2014-09-28 00:00:00,1,0,2.2,0
2014/2015,8640,10218,1.22,12,2014-10-05 00:00:00,3,0,1.22,1
2014/2015,8593,6413,1.33,9,2014-10-05 00:00:00,0,0,1.33,0
2014/2015,8640,10229,1.44,6.5,2014-10-18 00:00:00,3,0,1.44,1
2014/2015,8611,8593,2.2,3,2014-10-18 00:00:00,1,1,3.0,0
2014/2015,9772,6403,1.25,12,2014-08-17 00:00:00,2,0,1.25,1
2014/2015,9773,10212,1.17,17,2014-08-15 00:00:00,2,0,1.17,1
2014/2015,7842,9773,7.5,1.44,2014-11-09 00:00:00,2,2,1.44,0
2014/2015,10214,9772,5.5,1.62,2014-11-09 00:00:00,1,2,1.62,1
2014/2015,10215,9772,8,1.44,2014-11-30 00:00:00,0,2,1.44,1
2014/2015,9773,7841,1.25,12,2014-11-30 00:00:00,5,0,1.25,1
2014/2015,10215,9773,10,1.29,2014-12-06 00:00:00,0,3,1.29,1
2014/2015,9772,9807,1.25,12,2014-12-06 00:00:00,3,0,1.25,1
2014/2015,9773,9772,1.83,4.2,2014-12-14 00:00:00,0,2,1.83,0
2014/2015,9772,9764,1.13,17,2014-12-21 00:00:00,1,0,1.13,1
2014/2015,9773,10238,1.1,23,2014-12-19 00:00:00,4,0,1.1,1
2014/2015,6547,9772,12,1.25,2015-01-04 00:00:00,0,3,1.25,1
2014/2015,9764,9773,15,1.18,2015-01-03 00:00:00,1,5,1.18,1
2014/2015,9772,7844,1.33,9.5,2015-01-10 00:00:00,3,0,1.33,1
2014/2015,9773,9807,1.18,15,2015-01-10 00:00:00,3,0,1.18,1
2014/2015,6547,9773,17,1.17,2015-01-17 00:00:00,1,3,1.17,1
2014/2015,10212,9772,5.75,1.53,2015-01-18 00:00:00,0,4,1.53,1
2014/2015,6403,9772,7,1.5,2015-01-26 00:00:00,1,0,1.5,0
2014/2015,10212,9773,7,1.4,2015-01-25 00:00:00,1,0,1.4,0
2014/2015,9772,8613,1.18,15,2015-01-31 00:00:00,3,0,1.18,1
2014/2015,9773,6403,1.2,15,2015-02-01 00:00:00,5,0,1.2,1
2014/2015,6403,9773,8.5,1.4,2014-08-23 00:00:00,0,1,1.4,1
2014/2015,8613,9772,15,1.2,2014-08-24 00:00:00,0,1,1.2,1
2014/2015,9768,9772,2.5,2.8,2015-02-08 00:00:00,1,1,2.8,0
2014/2015,8348,9773,15,1.22,2015-02-07 00:00:00,0,2,1.22,1
2014/2015,9773,7844,1.2,15,2015-02-13 00:00:00,1,0,1.2,1
2014/2015,9772,10238,1.17,15,2015-02-15 00:00:00,3,0,1.17,1
2014/2015,8348,9772,9,1.33,2015-02-21 00:00:00,1,3,1.33,1
2014/2015,8613,9773,11,1.22,2015-02-23 00:00:00,0,2,1.22,1
2014/2015,9773,9768,1.67,5,2015-03-01 00:00:00,3,0,1.67,1
2014/2015,9772,7842,1.22,13,2015-02-28 00:00:00,6,0,1.22,1
2014/2015,10264,9773,4.33,1.85,2015-03-06 00:00:00,0,1,1.85,1
2014/2015,158085,9772,15,1.22,2015-03-08 00:00:00,1,3,1.22,1
2014/2015,9772,10264,1.4,8,2015-03-14 00:00:00,2,0,1.4,1
2014/2015,9773,158085,1.13,23,2015-03-15 00:00:00,1,0,1.13,1
2014/2015,7841,9772,8,1.33,2015-03-21 00:00:00,2,1,1.33,0
2014/2015,10214,9773,9,1.33,2015-03-21 00:00:00,1,1,1.33,0
2014/2015,9773,7842,1.18,13,2015-04-06 00:00:00,5,0,1.18,1
2014/2015,9772,10214,1.22,12,2015-04-04 00:00:00,3,1,1.22,1
2014/2015,9772,10215,1.14,17,2015-04-11 00:00:00,5,1,1.14,1
2014/2015,7841,9773,9,1.3,2015-04-11 00:00:00,1,3,1.3,1
